	Year	ref
428	1429	-9.538
429	1430	-9.184
430	1431	-9.677
431	1432	-8.784
432	1433	-9.208
433	1434	-8.375
434	1435	-8.869
435	1436	-8.314
436	1437	-8.74
437	1438	-8.216
438	1439	-9.864
439	1440	-9.858
440	1441	-9.08
441	1442	-7.551
442	1443	-8.773
443	1444	-9.459
444	1445	-7.804
445	1446	-9.872
446	1447	-9.888
447	1448	-9.353
448	1449	-8.737
449	1450	-7.019
450	1451	-8.725
451	1452	-8.416
452	1453	-8.787
453	1454	-9.253
454	1455	-9.402
455	1456	-7.75
456	1457	-8.609
457	1458	-9.227
458	1459	-10.764
459	1460	-10.16
460	1461	-8.906
461	1462	-8.492
462	1463	-8.597
463	1464	-6.8
464	1465	-9.702
465	1466	-10.199
466	1467	-9.933
467	1468	-8.589
468	1469	-7.955
469	1470	-9.133
470	1471	-8.967
471	1472	-8.484
472	1473	-9.258
473	1474	-8.672
474	1475	-9.631
475	1476	-9.625
476	1477	-7.801
477	1478	-7.023
478	1479	-8.271
479	1480	-8.527
480	1481	-9.637
481	1482	-8.002
482	1483	-9.043
483	1484	-9.485
484	1485	-8.568
485	1486	-8.32
486	1487	-9.836
487	1488	-9.067
488	1489	-8.215
489	1490	-9.661
490	1491	-8.447
491	1492	-7.131
492	1493	-9.514
493	1494	-8.949
494	1495	-7.188
495	1496	-8.881
496	1497	-9.299
497	1498	-7.093
498	1499	-8.915
499	1500	-9.196
500	1501	-9.239
501	1502	-9.114
502	1503	-9.263
503	1504	-7.594
504	1505	-9.306
505	1506	-9.844
506	1507	-8.54
507	1508	-9.503
508	1509	-9.785
509	1510	-7.773
510	1511	-10.216
511	1512	-8.104
512	1513	-8.177
513	1514	-9.145
514	1515	-8.024
515	1516	-7.417
516	1517	-9.538
517	1518	-6.796
518	1519	-7.893
519	1520	-9.415
520	1521	-9.123
521	1522	-8.322
522	1523	-8.396
523	1524	-8.434
524	1525	-9.074
525	1526	-7.704
526	1527	-8.77
527	1528	-8.184
528	1529	-7.797
529	1530	-9.549
530	1531	-8.124
531	1532	-8.699
532	1533	-9.451
533	1534	-7.712
534	1535	-8.493
535	1536	-8.588
536	1537	-7.727
537	1538	-8.982
538	1539	-8.599
539	1540	-7.812
540	1541	-9.98
541	1542	-10.041
542	1543	-7.072
543	1544	-9.112
544	1545	-7.858
545	1546	-7.359
546	1547	-9.171
547	1548	-9.024
548	1549	-7.376
549	1550	-8.034
550	1551	-9.0
551	1552	-8.61
552	1553	-9.134
553	1554	-6.76
554	1555	-8.917
555	1556	-8.953
556	1557	-7.509
557	1558	-9.517
558	1559	-9.282
559	1560	-9.132
560	1561	-7.743
561	1562	-9.504
562	1563	-9.537
563	1564	-8.784
564	1565	-9.824
565	1566	-9.316
566	1567	-8.638
567	1568	-9.472
568	1569	-8.855
569	1570	-7.524
570	1571	-7.307
571	1572	-9.127
572	1573	-9.852
573	1574	-7.608
574	1575	-10.077
575	1576	-8.983
576	1577	-9.638
577	1578	-10.231
578	1579	-8.194
579	1580	-9.237
580	1581	-10.828
581	1582	-8.999
582	1583	-8.24
583	1584	-9.018
584	1585	-9.591
585	1586	-7.325
586	1587	-9.594
587	1588	-9.407
588	1589	-7.774
589	1590	-9.282
590	1591	-8.02
591	1592	-9.106
592	1593	-8.939
593	1594	-9.49
594	1595	-8.402
595	1596	-7.109
596	1597	-8.517
597	1598	-9.453
598	1599	-7.417
599	1600	-7.097
600	1601	-7.732
601	1602	-8.68
602	1603	-9.808
603	1604	-9.989
604	1605	-9.243
605	1606	-8.554
606	1607	-7.784
607	1608	-8.736
608	1609	-8.946
609	1610	-7.827
610	1611	-9.059
611	1612	-8.767
612	1613	-7.511
613	1614	-9.329
614	1615	-9.048
615	1616	-9.01
616	1617	-9.789
617	1618	-7.761
618	1619	-9.151
619	1620	-8.815
620	1621	-8.063
621	1622	-9.31
622	1623	-8.034
623	1624	-7.537
624	1625	-9.391
625	1626	-8.277
626	1627	-6.77
627	1628	-9.486
628	1629	-9.136
629	1630	-8.126
630	1631	-9.525
631	1632	-8.908
632	1633	-7.866
633	1634	-9.437
634	1635	-9.073
635	1636	-9.714
636	1637	-9.949
637	1638	-8.838
638	1639	-8.093
639	1640	-9.699
640	1641	-7.594
641	1642	-9.452
642	1643	-8.633
643	1644	-8.34
644	1645	-7.541
645	1646	-8.024
646	1647	-9.72
647	1648	-9.13
648	1649	-6.91
649	1650	-9.259
650	1651	-10.565
651	1652	-8.154
652	1653	-7.559
653	1654	-10.16
654	1655	-9.614
655	1656	-6.962
656	1657	-6.726
657	1658	-9.263
658	1659	-9.405
659	1660	-9.699
660	1661	-8.329
661	1662	-7.1
662	1663	-7.889
663	1664	-9.361
664	1665	-9.944
665	1666	-9.2
666	1667	-8.724
667	1668	-9.506
668	1669	-7.847
669	1670	-8.045
670	1671	-9.262
671	1672	-9.498
672	1673	-8.67
673	1674	-8.554
674	1675	-8.996
675	1676	-9.762
676	1677	-8.425
677	1678	-8.247
678	1679	-9.265
679	1680	-8.572
680	1681	-6.831
681	1682	-9.293
682	1683	-9.278
683	1684	-8.15
684	1685	-8.856
685	1686	-8.648
686	1687	-9.153
687	1688	-9.691
688	1689	-8.628
689	1690	-6.916
690	1691	-9.458
691	1692	-9.812
692	1693	-9.119
693	1694	-7.258
694	1695	-9.958
695	1696	-9.922
696	1697	-7.842
697	1698	-7.007
698	1699	-9.373
699	1700	-9.322
700	1701	-9.117
701	1702	-8.645
702	1703	-7.512
703	1704	-9.366
704	1705	-9.945
705	1706	-9.52
706	1707	-6.617
707	1708	-7.747
708	1709	-9.997
709	1710	-8.351
710	1711	-9.793
711	1712	-9.471
712	1713	-8.875
713	1714	-8.442
714	1715	-9.438
715	1716	-7.527
716	1717	-7.874
717	1718	-8.9
718	1719	-9.413
719	1720	-6.87
720	1721	-8.453
721	1722	-9.336
722	1723	-7.07
723	1724	-8.302
724	1725	-10.077
725	1726	-8.976
726	1727	-7.077
727	1728	-9.623
728	1729	-9.342
729	1730	-7.986
730	1731	-9.934
731	1732	-7.61
732	1733	-9.096
