	Year	ref
674	1675	-6.446
675	1676	-6.056
676	1677	-4.02
677	1678	-4.439
678	1679	-4.798
679	1680	-3.732
680	1681	-5.561
681	1682	-6.68
682	1683	-5.371
683	1684	-4.784
684	1685	-4.14
685	1686	-3.364
686	1687	-5.479
687	1688	-6.537
688	1689	-3.972
689	1690	-4.568
690	1691	-5.866
691	1692	-6.363
692	1693	-4.504
693	1694	-3.92
694	1695	-5.608
695	1696	-5.081
696	1697	-3.419
697	1698	-5.665
698	1699	-5.564
699	1700	-4.112
700	1701	-3.876
701	1702	-3.471
702	1703	-3.688
703	1704	-6.014
704	1705	-6.412
705	1706	-5.086
706	1707	-4.692
707	1708	-4.961
708	1709	-6.056
709	1710	-4.44
710	1711	-6.546
711	1712	-6.029
712	1713	-3.871
713	1714	-5.472
714	1715	-5.828
715	1716	-4.103
716	1717	-4.9
717	1718	-6.113
718	1719	-5.493
719	1720	-4.159
720	1721	-6.081
721	1722	-5.654
722	1723	-3.79
723	1724	-5.615
724	1725	-6.668
725	1726	-4.941
726	1727	-4.129
727	1728	-6.43
728	1729	-4.746
729	1730	-3.782
730	1731	-5.873
731	1732	-3.75
732	1733	-4.446
733	1734	-5.878
734	1735	-5.181
735	1736	-4.719
736	1737	-3.614
737	1738	-3.785
738	1739	-4.044
739	1740	-3.701
740	1741	-4.533
741	1742	-5.94
742	1743	-5.379
743	1744	-6.77
744	1745	-3.353
745	1746	-4.291
746	1747	-7.053
747	1748	-5.582
748	1749	-4.614
749	1750	-6.856
750	1751	-3.46
751	1752	-5.428
752	1753	-6.022
753	1754	-3.812
754	1755	-3.452
755	1756	-5.655
756	1757	-4.272
757	1758	-5.613
758	1759	-5.812
759	1760	-5.076
760	1761	-3.691
761	1762	-3.162
762	1763	-3.298
763	1764	-5.402
764	1765	-3.376
765	1766	-5.749
766	1767	-5.822
767	1768	-4.357
768	1769	-3.84
769	1770	-4.604
770	1771	-4.408
771	1772	-6.104
772	1773	-4.27
773	1774	-5.334
774	1775	-7.123
775	1776	-5.971
776	1777	-5.5
777	1778	-5.398
778	1779	-6.575
779	1780	-4.039
780	1781	-4.778
781	1782	-6.327
782	1783	-5.273
783	1784	-4.175
784	1785	-4.476
785	1786	-5.542
786	1787	-3.582
787	1788	-4.508
788	1789	-5.987
789	1790	-3.443
790	1791	-4.054
791	1792	-5.981
792	1793	-7.166
793	1794	-3.091
794	1795	-4.368
795	1796	-5.502
796	1797	-4.49
797	1798	-4.666
798	1799	-3.334
799	1800	-3.804
800	1801	-4.566
801	1802	-4.547
802	1803	-6.091
803	1804	-4.023
804	1805	-4.499
805	1806	-4.371
806	1807	-4.298
807	1808	-5.893
808	1809	-3.471
809	1810	-4.718
810	1811	-5.007
811	1812	-6.438
812	1813	-3.621
813	1814	-4.287
814	1815	-6.988
815	1816	-5.422
816	1817	-4.305
817	1818	-5.807
818	1819	-6.805
819	1820	-4.466
820	1821	-5.001
821	1822	-6.835
822	1823	-6.232
823	1824	-3.897
824	1825	-5.159
825	1826	-4.851
826	1827	-6.162
827	1828	-4.896
828	1829	-4.487
829	1830	-3.968
830	1831	-3.569
831	1832	-4.591
832	1833	-4.736
833	1834	-5.77
834	1835	-5.69
835	1836	-3.967
836	1837	-4.405
837	1838	-5.289
838	1839	-3.881
839	1840	-4.837
840	1841	-5.901
841	1842	-3.178
842	1843	-4.576
843	1844	-5.248
844	1845	-4.155
845	1846	-4.222
846	1847	-5.127
847	1848	-4.101
848	1849	-4.852
849	1850	-4.038
850	1851	-5.431
851	1852	-5.091
852	1853	-4.533
853	1854	-5.637
854	1855	-6.086
855	1856	-3.634
856	1857	-4.237
857	1858	-4.677
858	1859	-4.296
859	1860	-3.696
860	1861	-6.389
861	1862	-6.006
862	1863	-4.393
863	1864	-6.072
864	1865	-4.882
865	1866	-4.739
866	1867	-4.843
867	1868	-3.879
868	1869	-4.656
869	1870	-6.126
870	1871	-4.997
871	1872	-5.125
872	1873	-6.313
873	1874	-4.527
874	1875	-4.51
875	1876	-6.242
876	1877	-5.763
877	1878	-4.923
878	1879	-3.711
879	1880	-6.583
880	1881	-4.742
881	1882	-5.265
882	1883	-3.456
883	1884	-4.516
884	1885	-3.819
885	1886	-5.933
886	1887	-4.88
887	1888	-4.405
888	1889	-3.919
889	1890	-5.006
890	1891	-6.11
891	1892	-4.634
892	1893	-5.146
893	1894	-4.681
894	1895	-5.74
895	1896	-5.209
896	1897	-3.923
897	1898	-6.187
898	1899	-6.2
899	1900	-3.546
900	1901	-3.889
901	1902	-5.767
902	1903	-3.397
903	1904	-5.037
904	1905	-6.446
905	1906	-4.787
906	1907	-3.502
907	1908	-4.484
908	1909	-5.437
909	1910	-3.879
910	1911	-4.48
911	1912	-5.981
912	1913	-3.392
913	1914	-3.261
914	1915	-3.652
915	1916	-5.899
916	1917	-4.565
917	1918	-5.795
918	1919	-4.014
919	1920	-3.924
920	1921	-6.108
921	1922	-5.049
922	1923	-4.058
923	1924	-4.409
924	1925	-5.15
925	1926	-5.192
926	1927	-5.817
927	1928	-5.954
928	1929	-5.255
929	1930	-2.908
930	1931	-3.956
931	1932	-3.52
932	1933	-6.27
933	1934	-6.98
934	1935	-3.372
935	1936	-5.578
936	1937	-5.628
937	1938	-4.46
938	1939	-4.573
939	1940	-5.639
940	1941	-3.968
941	1942	-5.369
942	1943	-6.911
943	1944	-6.462
944	1945	-4.479
945	1946	-4.918
946	1947	-3.708
947	1948	-5.024
948	1949	-4.069
949	1950	-5.561
950	1951	-6.735
951	1952	-5.03
952	1953	-2.957
953	1954	-3.831
954	1955	-4.575
955	1956	-3.521
956	1957	-4.413
957	1958	-7.208
958	1959	-5.734
959	1960	-3.081
960	1961	-5.712
961	1962	-5.815
962	1963	-6.346
963	1964	-5.197
964	1965	-4.569
965	1966	-4.068
966	1967	-5.84
967	1968	-4.835
968	1969	-3.239
969	1970	-5.837
970	1971	-5.831
971	1972	-3.468
972	1973	-4.273
973	1974	-3.627
974	1975	-5.14
975	1976	-4.862
976	1977	-4.563
977	1978	-3.879
978	1979	-4.929
979	1980	-3.893
980	1981	-6.155
981	1982	-5.755
982	1983	-3.386
983	1984	-5.346
984	1985	-5.182
985	1986	-3.054
986	1987	-4.354
987	1988	-6.071
988	1989	-4.138
989	1990	-4.59
990	1991	-6.032
991	1992	-4.746
992	1993	-5.14
993	1994	-5.443
994	1995	-3.533
995	1996	-4.721
996	1997	-4.387
997	1998	-3.255
998	1999	-5.077
999	2000	-4.966
