site,Site.detail,sample,d13C,height
MS11,MS11-Zawyat n'Bougzoul,M204-89.55,-2.104428571,14.23
MS11,MS11-Zawyat n'Bougzoul,M204-89.8,-1.958428571,14.48
MS11,MS11-Zawyat n'Bougzoul,M204-90.1,-1.900428571,14.78
MS11,MS11-Zawyat n'Bougzoul,M204-90.6,-1.629428571,15.28
MS11,MS11-Zawyat n'Bougzoul,M204-90.95,-2.039428571,15.63
MS11,MS11-Zawyat n'Bougzoul,M204-91.3,-2.625428571,15.98
MS11,MS11-Zawyat n'Bougzoul,M204-91.6,-1.872428571,16.28
MS11,MS11-Zawyat n'Bougzoul,M204-92.1,-1.809428571,16.78
MS11,MS11-Zawyat n'Bougzoul,M204-92.55,-1.971428571,17.23
MS11,MS11-Zawyat n'Bougzoul,M204-92.9,-2.197428571,17.58
MS11,MS11-Zawyat n'Bougzoul,M204-93.25,-2.206428571,17.93
MS11,MS11-Zawyat n'Bougzoul,M204-93.55,-1.762142857,18.23
MS11,MS11-Zawyat n'Bougzoul,M204-93.9,-2.111142857,18.58
MS11,MS11-Zawyat n'Bougzoul,M204-94.05,-1.737142857,18.73
MS11,MS11-Zawyat n'Bougzoul,M204-94.45,-1.781142857,19.13
MS11,MS11-Zawyat n'Bougzoul,M204-94.8,-1.805142857,19.48
MS11,MS11-Zawyat n'Bougzoul,M204-95.15,-1.970142857,19.83
MS11,MS11-Zawyat n'Bougzoul,M204-95.55,-1.670142857,20.23
MS11,MS11-Zawyat n'Bougzoul,M204-95.85,-1.529142857,20.53
MS11,MS11-Zawyat n'Bougzoul,M204-96.1,-1.499142857,20.78
MS11,MS11-Zawyat n'Bougzoul,M204-96.4,-1.831142857,21.08
MS11,MS11-Zawyat n'Bougzoul,M204-96.8,-1.516142857,21.48
MS11,MS11-Zawyat n'Bougzoul,M204-97.15,-1.361142857,21.83
MS11,MS11-Zawyat n'Bougzoul,M204-97.5,-1.924142857,22.18
MS11,MS11-Zawyat n'Bougzoul,M204-97.9,-1.826142857,22.58
MS11,MS11-Zawyat n'Bougzoul,M204-98.25,-1.794142857,22.93
MS11,MS11-Zawyat n'Bougzoul,M204-98.65,-1.924142857,23.33
MS11,MS11-Zawyat n'Bougzoul,M204-99.05,-1.826142857,23.73
MS11,MS11-Zawyat n'Bougzoul,M204-99.4,-1.896142857,24.08
MS11,MS11-Zawyat n'Bougzoul,M204-99.75,-1.941142857,24.43
MS11,MS11-Zawyat n'Bougzoul,M204-100.05,-1.851142857,24.73
MS11,MS11-Zawyat n'Bougzoul,M204-100.4,-2.471142857,25.08
MS11,MS11-Zawyat n'Bougzoul,M204-100.85,-2.398142857,25.53
MS11,MS11-Zawyat n'Bougzoul,M204-101.15,-2.172142857,25.83
MS11,MS11-Zawyat n'Bougzoul,M204-101.5,-2.284142857,26.18
MS11,MS11-Zawyat n'Bougzoul,M204-101.9,-2.163142857,26.58
MS11,MS11-Zawyat n'Bougzoul,M204-102.15,-2.273142857,26.83
MS11,MS11-Zawyat n'Bougzoul,M204-102.66,-2.210142857,27.34
MS11,MS11-Zawyat n'Bougzoul,M204-102.85,-2.367142857,27.53
MS11,MS11-Zawyat n'Bougzoul,M204-103.1,-2.428142857,27.78
MS11,MS11-Zawyat n'Bougzoul,M204-104.8,-2.363142857,29.48
MS11,MS11-Zawyat n'Bougzoul,M204-105.15,-2.384142857,29.83
MS11,MS11-Zawyat n'Bougzoul,M204-105.3,-2.585142857,29.98
MS11,MS11-Zawyat n'Bougzoul,M204-105.6,-2.536142857,30.28
MS11,MS11-Zawyat n'Bougzoul,M204-105.9,-2.921142857,30.58
MS11,MS11-Zawyat n'Bougzoul,M204-106.1,-2.811142857,30.78
MS11,MS11-Zawyat n'Bougzoul,M204-106.25,-2.775142857,30.93
MS11,MS11-Zawyat n'Bougzoul,M204-106.4,-2.777142857,31.08
MS11,MS11-Zawyat n'Bougzoul,M204-106.5,-2.788142857,31.18
MS11,MS11-Zawyat n'Bougzoul,M204-106.6,-2.725142857,31.28
MS11,MS11-Zawyat n'Bougzoul,M204-106.9,-2.775142857,31.58
MS11,MS11-Zawyat n'Bougzoul,M204-107.3,-2.792142857,31.98
MS11,MS11-Zawyat n'Bougzoul,M204-107.6,-2.779142857,32.28
MS11,MS11-Zawyat n'Bougzoul,M204-108.0,-2.802142857,32.68
MS11,MS11-Zawyat n'Bougzoul,M204-108.3,-3.175142857,32.98
MS11,MS11-Zawyat n'Bougzoul,M204-108.5,-3.302142857,33.18
MS11,MS11-Zawyat n'Bougzoul,M204-108.9,-3.503142857,33.58
MS11,MS11-Zawyat n'Bougzoul,M204-109.2,-3.307142857,33.88
MS11,MS11-Zawyat n'Bougzoul,M204-109.5,-3.279142857,34.18
MS11,MS11-Zawyat n'Bougzoul,M204-109.8,-3.386142857,34.48
MS11,MS11-Zawyat n'Bougzoul,M204-110.2,-3.432142857,34.88
MS11,MS11-Zawyat n'Bougzoul,M204-110.55,-3.442142857,35.23
MS11,MS11-Zawyat n'Bougzoul,M204-110.75,-3.527142857,35.43
MS11,MS11-Zawyat n'Bougzoul,M204-111.0,-3.350571429,35.68
MS11,MS11-Zawyat n'Bougzoul,M204-111.35,-3.982571429,36.03
MS11,MS11-Zawyat n'Bougzoul,M204-111.65,-4.074571429,36.33
MS11,MS11-Zawyat n'Bougzoul,M204-111.9,-3.613571429,36.58
MS11,MS11-Zawyat n'Bougzoul,M204-112.25,-3.336571429,36.93
MS11,MS11-Zawyat n'Bougzoul,M204-112.65,-3.425571429,37.33
MS11,MS11-Zawyat n'Bougzoul,M204-112.9,-3.422571429,37.58
MS11,MS11-Zawyat n'Bougzoul,M204-113.3,-3.391571429,37.98
MS11,MS11-Zawyat n'Bougzoul,M204-113.6,-3.566571429,38.28
MS11,MS11-Zawyat n'Bougzoul,M204-113.95,-3.467571429,38.63
MS11,MS11-Zawyat n'Bougzoul,M204-114.15,-3.483571429,38.83
MS11,MS11-Zawyat n'Bougzoul,M204-114.6,-3.406571429,39.28
MS11,MS11-Zawyat n'Bougzoul,M204-114.9,-3.318571429,39.58
MS11,MS11-Zawyat n'Bougzoul,M204-115.15,-3.411571429,39.83
MS11,MS11-Zawyat n'Bougzoul,M204-115.45,-3.473571429,40.13
MS11,MS11-Zawyat n'Bougzoul,M204-115.75,-3.565571429,40.43
MS11,MS11-Zawyat n'Bougzoul,M204-116.15,-3.641571429,40.83
MS11,MS11-Zawyat n'Bougzoul,M204-116.6,-3.965571429,41.28
MS11,MS11-Zawyat n'Bougzoul,M204-116.85,-3.848571429,41.53
MS11,MS11-Zawyat n'Bougzoul,M204-117.1,-3.727571429,41.78
MS11,MS11-Zawyat n'Bougzoul,M204-117.5,-3.982571429,42.18
MS11,MS11-Zawyat n'Bougzoul,M204-117.75,-3.989571429,42.43
MS11,MS11-Zawyat n'Bougzoul,M204-118.1,-4.355571429,42.78
MS11,MS11-Zawyat n'Bougzoul,M204-118.5,-3.987571429,43.18
MS11,MS11-Zawyat n'Bougzoul,M204-118.8,-3.919571429,43.48
MS11,MS11-Zawyat n'Bougzoul,M204-119.1,-3.993571429,43.78
MS11,MS11-Zawyat n'Bougzoul,M204-119.45,-3.934571429,44.13
MS11,MS11-Zawyat n'Bougzoul,M204-119.75,-3.994571429,44.43
MS11,MS11-Zawyat n'Bougzoul,M204-120.0,-4.057571429,44.68
MS11,MS11-Zawyat n'Bougzoul,M204-120.25,-4.227571429,44.93
MS11,MS11-Zawyat n'Bougzoul,M204-120.5,-4.220571429,45.18
MS11,MS11-Zawyat n'Bougzoul,M204-120.75,-4.542571429,45.43
MS11,MS11-Zawyat n'Bougzoul,M204-120.95,-4.616571429,45.63
MS11,MS11-Zawyat n'Bougzoul,M204-121.2,-4.735571429,45.88
MS11,MS11-Zawyat n'Bougzoul,M204-121.45,-4.588571429,46.13
MS11,MS11-Zawyat n'Bougzoul,M204-121.7,-4.518571429,46.38
MS11,MS11-Zawyat n'Bougzoul,M204-122.0,-4.492571429,46.68
MS11,MS11-Zawyat n'Bougzoul,M204-122.3,-4.462571429,46.98
MS11,MS11-Zawyat n'Bougzoul,M204-122.6,-4.340571429,47.28
MS11,MS11-Zawyat n'Bougzoul,M204-122.85,-4.392571429,47.53
MS11,MS11-Zawyat n'Bougzoul,M204-123.1,-4.405571429,47.78
MS11,MS11-Zawyat n'Bougzoul,M204-123.45,-4.699571429,48.13
MS11,MS11-Zawyat n'Bougzoul,M204-123.8,-4.680571429,48.48
MS11,MS11-Zawyat n'Bougzoul,M204-124.1,-4.695571429,48.78
MS11,MS11-Zawyat n'Bougzoul,M204-124.4,-4.691571429,49.08
MS11,MS11-Zawyat n'Bougzoul,M204-124.75,-4.745571429,49.43
MS11,MS11-Zawyat n'Bougzoul,M204-125.05,-4.815571429,49.73
MS11,MS11-Zawyat n'Bougzoul,M204-125.3,-4.948571429,49.98
MS11,MS11-Zawyat n'Bougzoul,M204-125.55,-4.880571429,50.23
MS11,MS11-Zawyat n'Bougzoul,M204-125.9,-4.843571429,50.58
MS11,MS11-Zawyat n'Bougzoul,M204-126.25,-5.113571429,50.93
MS11,MS11-Zawyat n'Bougzoul,M204-126.55,-5.131571429,51.23
MS11,MS11-Zawyat n'Bougzoul,M204-126.85,-5.061571429,51.53
MS11,MS11-Zawyat n'Bougzoul,M204-127.15,-4.965,51.83
MS11,MS11-Zawyat n'Bougzoul,M204-127.55,-4.834,52.23
MS11,MS11-Zawyat n'Bougzoul,M204-127.8,-5.048,52.48
MS11,MS11-Zawyat n'Bougzoul,M204-128.1,-5.499,52.78
MS11,MS11-Zawyat n'Bougzoul,M204-128.3,-5.579,52.98
MS11,MS11-Zawyat n'Bougzoul,M204-128.55,-5.269,53.23
MS11,MS11-Zawyat n'Bougzoul,M204-128.85,-5.05,53.53
MS11,MS11-Zawyat n'Bougzoul,M204-129.15,-4.981,53.83
MS11,MS11-Zawyat n'Bougzoul,M204-129.45,-5.046,54.13
MS11,MS11-Zawyat n'Bougzoul,M204-129.75,-4.84,54.43
MS11,MS11-Zawyat n'Bougzoul,M204-130.0,-4.92,54.68
MS11,MS11-Zawyat n'Bougzoul,M204-130.3,-4.82,54.98
MS11,MS11-Zawyat n'Bougzoul,M204-130.8,-4.988,55.48
MS11,MS11-Zawyat n'Bougzoul,M204-131.1,-4.978,55.78
MS11,MS11-Zawyat n'Bougzoul,M204-131.25,-5.051,55.93
MS11,MS11-Zawyat n'Bougzoul,M204-131.45,-4.903,56.13
MS11,MS11-Zawyat n'Bougzoul,M204-131.8,-5.042,56.48
MS11,MS11-Zawyat n'Bougzoul,M204-132.05,-5.074,56.73
MS11,MS11-Zawyat n'Bougzoul,M204-132.25,-5.319,56.93
MS11,MS11-Zawyat n'Bougzoul,M204-132.6,-5.305,57.28
MS11,MS11-Zawyat n'Bougzoul,M204-132.8,-5.6,57.48
MS11,MS11-Zawyat n'Bougzoul,M204-133.1,-5.1,57.78
MS11,MS11-Zawyat n'Bougzoul,M204-133.35,-5.447,58.03
MS11,MS11-Zawyat n'Bougzoul,M204-133.6,-4.884,58.28
MS11,MS11-Zawyat n'Bougzoul,M204-133.85,-4.688,58.53
MS11,MS11-Zawyat n'Bougzoul,M204-134.05,-4.804,58.73
MS11,MS11-Zawyat n'Bougzoul,M204-134.45,-4.813,59.13
MS11,MS11-Zawyat n'Bougzoul,M204-134.8,-4.982,59.48
MS11,MS11-Zawyat n'Bougzoul,M204-135.15,-4.637,59.83
MS11,MS11-Zawyat n'Bougzoul,M204-135.35,-4.888,60.03
MS11,MS11-Zawyat n'Bougzoul,M204-135.5,-4.971,60.18
MS11,MS11-Zawyat n'Bougzoul,M204-135.75,-5.01,60.43
MS11,MS11-Zawyat n'Bougzoul,M204-136.2,-5.711,60.88
MS11,MS11-Zawyat n'Bougzoul,M204-136.8,-5.87,61.48
MS11,MS11-Zawyat n'Bougzoul,M204-137.3,-4.461,61.98
MS11,MS11-Zawyat n'Bougzoul,M204-137.4,-4.315,62.08
MS11,MS11-Zawyat n'Bougzoul,M204-137.8,-4.583,62.48
MS11,MS11-Zawyat n'Bougzoul,M204-139.0,-4.642,63.68
MS11,MS11-Zawyat n'Bougzoul,M204-140.1,-4.33,64.78
MS11,MS11-Zawyat n'Bougzoul,M204-140.3,-4.442,64.98
MS11,MS11-Zawyat n'Bougzoul,M204-140.8,-4.511,65.48
MS11,MS11-Zawyat n'Bougzoul,M204-141.3,-4.696,65.98
MS11,MS11-Zawyat n'Bougzoul,M204-141.8,-4.997,66.48
MS11,MS11-Zawyat n'Bougzoul,M204-142.2,-5.226,66.88
MS11,MS11-Zawyat n'Bougzoul,M204-142.6,-4.849,67.28
MS11,MS11-Zawyat n'Bougzoul,M204-143.0,-4.582,67.68
MS11,MS11-Zawyat n'Bougzoul,M206-11.0,-5.236857143,60.88
MS11,MS11-Zawyat n'Bougzoul,M206-11.3,-5.790857143,61.18
MS11,MS11-Zawyat n'Bougzoul,M206-11.6,-6.199857143,61.48
MS11,MS11-Zawyat n'Bougzoul,M206-12.0,-5.715857143,61.88
MS11,MS11-Zawyat n'Bougzoul,M206-12.15,-5.577857143,62.03
MS11,MS11-Zawyat n'Bougzoul,M206-13.75,-5.166857143,63.63
MS11,MS11-Zawyat n'Bougzoul,M206-15.5,-4.928857143,65.38
MS11,MS11-Zawyat n'Bougzoul,M206-16.8,-5.142857143,66.68
MS11,MS11-Zawyat n'Bougzoul,M206-17.0,-5.301857143,66.88
MS11,MS11-Zawyat n'Bougzoul,M206-17.3,-5.423857143,67.18
MS11,MS11-Zawyat n'Bougzoul,M206-17.8,-4.822857143,67.68
MS11,MS11-Zawyat n'Bougzoul,M206-18.6,-4.722857143,68.48
MS11,MS11-Zawyat n'Bougzoul,M206-19.0,-4.836857143,68.88
MS11,MS11-Zawyat n'Bougzoul,M206-20.5,-4.387857143,70.38
MS11,MS11-Zawyat n'Bougzoul,M206-20.8,-4.329857143,70.68
MS11,MS11-Zawyat n'Bougzoul,M206-21.1,-4.428857143,70.98
MS11,MS11-Zawyat n'Bougzoul,M206-21.6,-4.338857143,71.48
MS11,MS11-Zawyat n'Bougzoul,M206-21.9,-4.317857143,71.78
MS11,MS11-Zawyat n'Bougzoul,M206-22.1,-4.317857143,71.98
MS11,MS11-Zawyat n'Bougzoul,M206-22.4,-4.249857143,72.28
MS11,MS11-Zawyat n'Bougzoul,M206-22.65,-4.411857143,72.53
MS11,MS11-Zawyat n'Bougzoul,M206-23.0,-4.390857143,72.88
MS11,MS11-Zawyat n'Bougzoul,M206-24.4,-4.378857143,74.28
MS11,MS11-Zawyat n'Bougzoul,M206-24.6,-4.380857143,74.48
MS11,MS11-Zawyat n'Bougzoul,M206-25.0,-4.417857143,74.88
MS11,MS11-Zawyat n'Bougzoul,M206-25.4,-4.067857143,75.28
MS11,MS11-Zawyat n'Bougzoul,M206-25.6,-4.280857143,75.48
MS11,MS11-Zawyat n'Bougzoul,M206-25.9,-4.296857143,75.78
MS11,MS11-Zawyat n'Bougzoul,M206-26.3,-4.465857143,76.18
MS11,MS11-Zawyat n'Bougzoul,M206-27.0,-4.888857143,76.88
MS11,MS11-Zawyat n'Bougzoul,M206-27.3,-5.652857143,77.18
MS11,MS11-Zawyat n'Bougzoul,M206-27.5,-5.703857143,77.38
MS11,MS11-Zawyat n'Bougzoul,M206-27.8,-6.135857143,77.68
MS11,MS11-Zawyat n'Bougzoul,M206-28.2,-5.388857143,78.08
MS11,MS11-Zawyat n'Bougzoul,M206-28.3,-5.105857143,78.18
MS11,MS11-Zawyat n'Bougzoul,M206-29.1,-5.108857143,78.98
MS11,MS11-Zawyat n'Bougzoul,M206-29.6,-4.331857143,79.48
MS11,MS11-Zawyat n'Bougzoul,M206-29.9,-4.614857143,79.78
MS11,MS11-Zawyat n'Bougzoul,M206-30.2,-5.228857143,80.08
MS11,MS11-Zawyat n'Bougzoul,M206-30.5,-5.471857143,80.38
MS11,MS11-Zawyat n'Bougzoul,M206-31.2,-4.483857143,81.08
MS11,MS11-Zawyat n'Bougzoul,M206-31.5,-4.760857143,81.38
MS11,MS11-Zawyat n'Bougzoul,M206-33.2,-3.870857143,83.08
MS11,MS11-Zawyat n'Bougzoul,M206-33.5,-5.076857143,83.38
MS11,MS11-Zawyat n'Bougzoul,M206-34.6,-4.716857143,84.48
MS11,MS11-Zawyat n'Bougzoul,M206-34.8,-4.656857143,84.68
MS11,MS11-Zawyat n'Bougzoul,M206-35.2,-4.880857143,85.08
MS11,MS11-Zawyat n'Bougzoul,M206-35.7,-4.455857143,85.58
MS11,MS11-Zawyat n'Bougzoul,M206-36.3,-3.609857143,86.18
MS11,MS11-Zawyat n'Bougzoul,M206-36.6,-3.554857143,86.48
MS11,MS11-Zawyat n'Bougzoul,M206-36.9,-3.465857143,86.78
MS11,MS11-Zawyat n'Bougzoul,M206-37.2,-3.604857143,87.08
MS11,MS11-Zawyat n'Bougzoul,M206-37.8,-1.342142857,87.68
MS11,MS11-Zawyat n'Bougzoul,M206-38.2,-1.043142857,88.08
MS11,MS11-Zawyat n'Bougzoul,M206-39.2,-1.491142857,89.08
MS11,MS11-Zawyat n'Bougzoul,M206-39.6,-1.611142857,89.48
MS11,MS11-Zawyat n'Bougzoul,M206-40.2,-1.610142857,90.08
MS11,MS11-Zawyat n'Bougzoul,M206-40.5,-1.515142857,90.38
MS11,MS11-Zawyat n'Bougzoul,M206-40.7,-1.348142857,90.58
MS11,MS11-Zawyat n'Bougzoul,M206-41.1,-1.836142857,90.98
MS11,MS11-Zawyat n'Bougzoul,M206-41.7,-2,91.58
MS11,MS11-Zawyat n'Bougzoul,M206-42.0,-2.764142857,91.88
MS11,MS11-Zawyat n'Bougzoul,M206-42.4,-2.809142857,92.28
MS11,MS11-Zawyat n'Bougzoul,M206-42.8,-2.536142857,92.68
MS11,MS11-Zawyat n'Bougzoul,M206-43.2,-2.138142857,93.08
MS11,MS11-Zawyat n'Bougzoul,M206-43.7,-2.827142857,93.58
MS11,MS11-Zawyat n'Bougzoul,M206-44.5,-2.838142857,94.38
MS11,MS11-Zawyat n'Bougzoul,M206-44.8,-2.823142857,94.68
MS11,MS11-Zawyat n'Bougzoul,M206-45.05,-3.504142857,94.93
MS11,MS11-Zawyat n'Bougzoul,M206-45.4,-1.602142857,95.28
MS11,MS11-Zawyat n'Bougzoul,M206-45.6,-2.954142857,95.48
MS11,MS11-Zawyat n'Bougzoul,M206-46.0,-2.867142857,95.88
MS11,MS11-Zawyat n'Bougzoul,M20646.2,-3.949142857,96.08
MS11,MS11-Zawyat n'Bougzoul,M206-46.6,-3.433142857,96.48
MS11,MS11-Zawyat n'Bougzoul,M206-46.9,-3.389142857,96.78
MS11,MS11-Zawyat n'Bougzoul,M206-47.2,-2.883142857,97.08
MS11,MS11-Zawyat n'Bougzoul,M206-47.5,-2.892142857,97.38
MS11,MS11-Zawyat n'Bougzoul,M206-47.8,-3.585142857,97.68
MS11,MS11-Zawyat n'Bougzoul,M206-48.9,-1.085142857,98.78
MS11,MS11-Zawyat n'Bougzoul,M206-49.2,-1.141142857,99.08
MS11,MS11-Zawyat n'Bougzoul,M206-49.5,-1.453142857,99.38
MS11,MS11-Zawyat n'Bougzoul,M206-50.3,-1.272142857,100.18
MS11,MS11-Zawyat n'Bougzoul,M206-50.7,-0.573142857,100.58
MS11,MS11-Zawyat n'Bougzoul,M208-0.1,0.235285714,101.48
MS11,MS11-Zawyat n'Bougzoul,M208-0.7,0.491285714,102.08
MS11,MS11-Zawyat n'Bougzoul,M208-1.3,0.330285714,102.68
MS11,MS11-Zawyat n'Bougzoul,M208-1.7,0.435285714,103.08
MS11,MS11-Zawyat n'Bougzoul,M208-1.9,0.461285714,103.28
MS11,MS11-Zawyat n'Bougzoul,M208-2.3,0.338285714,103.68
MS11,MS11-Zawyat n'Bougzoul,M208-2.5,0.397285714,103.88
MS11,MS11-Zawyat n'Bougzoul,M208-2.8,0.319285714,104.18
MS11,MS11-Zawyat n'Bougzoul,M208-3.2,0.2,104.58
MS11,MS11-Zawyat n'Bougzoul,M208-3.7,0.005285714,105.08
MS11,MS11-Zawyat n'Bougzoul,M208-4.2,0.052285714,105.58
MS11,MS11-Zawyat n'Bougzoul,M208-4.8,-0.295714286,106.18
MS11,MS11-Zawyat n'Bougzoul,M208-5.1,-0.505714286,106.48
MS11,MS11-Zawyat n'Bougzoul,M208-5.3,-0.294714286,106.68
MS11,MS11-Zawyat n'Bougzoul,M208-5.8,-0.497714286,107.18
MS11,MS11-Zawyat n'Bougzoul,M208-6.0,-0.386714286,107.38
MS11,MS11-Zawyat n'Bougzoul,M208-6.4,-0.528714286,107.78
MS11,MS11-Zawyat n'Bougzoul,M208-6.6,-0.392714286,107.98
MS11,MS11-Zawyat n'Bougzoul,M208-7.2,-0.406714286,108.58
MS11,MS11-Zawyat n'Bougzoul,M208-7.8,-0.781714286,109.18
MS11,MS11-Zawyat n'Bougzoul,M208-8.0,-0.630714286,109.38
MS11,MS11-Zawyat n'Bougzoul,M208-8.5,-1.148714286,109.88
MS11,MS11-Zawyat n'Bougzoul,M208-8.6,-0.882714286,109.98
MS11,MS11-Zawyat n'Bougzoul,M208-8.8,-1.097714286,110.18
MS11,MS11-Zawyat n'Bougzoul,M208-9.2,-0.913714286,110.58
MS11,MS11-Zawyat n'Bougzoul,M208-9.5,-1.077714286,110.88
MS11,MS11-Zawyat n'Bougzoul,M208-9.6,-1.169714286,110.98
MS11,MS11-Zawyat n'Bougzoul,M208-9.9,-0.265714286,111.28
MS11,MS11-Zawyat n'Bougzoul,M208-10.1,0.041285714,111.48
MS11,MS11-Zawyat n'Bougzoul,M208-10.4,-0.064714286,111.78
MS11,MS11-Zawyat n'Bougzoul,M208-10.7,-0.685714286,112.08
MS11,MS11-Zawyat n'Bougzoul,M208-11.9,-1.440714286,113.28
MS11,MS11-Zawyat n'Bougzoul,M208-12.2,-1.477714286,113.58
MS11,MS11-Zawyat n'Bougzoul,M208-12.5,-1.446714286,113.88
MS11,MS11-Zawyat n'Bougzoul,M208-12.9,-1.741714286,114.28
MS11,MS11-Zawyat n'Bougzoul,M208-13.3,-1.709714286,114.68
MS11,MS11-Zawyat n'Bougzoul,M208-13.5,-1.672714286,114.88
MS11,MS11-Zawyat n'Bougzoul,M208-13.7,-2.234714286,115.08
MS11,MS11-Zawyat n'Bougzoul,M208-14.1,-1.958714286,115.48
MS11,MS11-Zawyat n'Bougzoul,M208-14.8,-2.516714286,116.18
MS11,MS11-Zawyat n'Bougzoul,M208-15.1,-3.757714286,116.48
MS11,MS11-Zawyat n'Bougzoul,M208-15.3,-3.401714286,116.68
MS11,MS11-Zawyat n'Bougzoul,M208-15.6,-2.631714286,116.98
MS11,MS11-Zawyat n'Bougzoul,M208-15.7,-2.313714286,117.08
MS11,MS11-Zawyat n'Bougzoul,M208-16.3,-1.348714286,117.68
MS11,MS11-Zawyat n'Bougzoul,M208-17.0,-1.595714286,118.38
MS11,MS11-Zawyat n'Bougzoul,M208-19.0,-1.310714286,120.38
MS11,MS11-Zawyat n'Bougzoul,M208-19.3,-1.277714286,120.68
MS11,MS11-Zawyat n'Bougzoul,M208-19.6,-1.302714286,120.98
MS11,MS11-Zawyat n'Bougzoul,M208-19.9,-1.778714286,121.28
MS11,MS11-Zawyat n'Bougzoul,M208-20.1,-1.663714286,121.48
MS11,MS11-Zawyat n'Bougzoul,M208-20.3,-1.712714286,121.68
MS11,MS11-Zawyat n'Bougzoul,M208-20.4,-1.925714286,121.78
MS11,MS11-Zawyat n'Bougzoul,M208-21.0,-1.849666667,122.38
MS11,MS11-Zawyat n'Bougzoul,M208-21.3,-2.126666667,122.68
MS11,MS11-Zawyat n'Bougzoul,M208-21.6,-1.981666667,122.98
MS11,MS11-Zawyat n'Bougzoul,M208-21.8,-1.940666667,123.18
MS11,MS11-Zawyat n'Bougzoul,M208-21.9,-1.873666667,123.28
MS11,MS11-Zawyat n'Bougzoul,M208-22.1,-1.793666667,123.48
MS11,MS11-Zawyat n'Bougzoul,M208-22.3,-1.915666667,123.68
MS11,MS11-Zawyat n'Bougzoul,M208-22.5,-1.588666667,123.88
MS11,MS11-Zawyat n'Bougzoul,M208-23.1,-1.521666667,124.48
MS11,MS11-Zawyat n'Bougzoul,M208-23.6,-1.635666667,124.98
MS11,MS11-Zawyat n'Bougzoul,M208-23.8,-1.360666667,125.18
MS11,MS11-Zawyat n'Bougzoul,M208-24.0,-1.329666667,125.38
MS11,MS11-Zawyat n'Bougzoul,M208-24.3,-2.014666667,125.68
MS11,MS11-Zawyat n'Bougzoul,M208-24.6,-2.299666667,125.98
MS11,MS11-Zawyat n'Bougzoul,M208-25.0,-2.123666667,126.38
MS11,MS11-Zawyat n'Bougzoul,M208-25.2,-2.031666667,126.58
MS11,MS11-Zawyat n'Bougzoul,M208-25.6,-1.916666667,126.98
MS11,MS11-Zawyat n'Bougzoul,M208-25.8,-1.994666667,127.18
MS11,MS11-Zawyat n'Bougzoul,M208-26.0,-1.682666667,127.38
MS11,MS11-Zawyat n'Bougzoul,M208-26.2,-1.743666667,127.58
MS11,MS11-Zawyat n'Bougzoul,M208-26.5,-1.892666667,127.88
MS11,MS11-Zawyat n'Bougzoul,M208-26.8,-1.723666667,128.18
MS11,MS11-Zawyat n'Bougzoul,M208-27.2,-1.755666667,128.58
MS11,MS11-Zawyat n'Bougzoul,M208-27.4,-1.890666667,128.78
MS11,MS11-Zawyat n'Bougzoul,M208-27.6,-1.959666667,128.98
MS11,MS11-Zawyat n'Bougzoul,M208-27.9,-1.789666667,129.28
MS11,MS11-Zawyat n'Bougzoul,M208-28.2,-1.897666667,129.58
MS11,MS11-Zawyat n'Bougzoul,M208-28.6,-1.608666667,129.98
MS11,MS11-Zawyat n'Bougzoul,M208-29.0,-1.529666667,130.38
MS11,MS11-Zawyat n'Bougzoul,M208-29.5,-1.174666667,130.88
MS11,MS11-Zawyat n'Bougzoul,M208-29.8,-1.781666667,131.18
MS11,MS11-Zawyat n'Bougzoul,M208-30.1,-1.553666667,131.48
MS11,MS11-Zawyat n'Bougzoul,M208-30.5,-1.527666667,131.88
MS11,MS11-Zawyat n'Bougzoul,M208-30.7,-1.651666667,132.08
MS11,MS11-Zawyat n'Bougzoul,M208-31.1,-2.366666667,132.48
MS11,MS11-Zawyat n'Bougzoul,M208-31.3,-2.315666667,132.68
MS11,MS11-Zawyat n'Bougzoul,M208-31.6,-2.582666667,132.98
MS11,MS11-Zawyat n'Bougzoul,M208-31.8,-2.725666667,133.18
MS11,MS11-Zawyat n'Bougzoul,M208-32.0,-2.777666667,133.38
MS11,MS11-Zawyat n'Bougzoul,M208-32.4,-2.719666667,133.78
MS11,MS11-Zawyat n'Bougzoul,M208-32.7,-2.836666667,134.08
MS11,MS11-Zawyat n'Bougzoul,M208-32.9,-2.627666667,134.28
MS11,MS11-Zawyat n'Bougzoul,M208-33.2,-2.650666667,134.58
MS11,MS11-Zawyat n'Bougzoul,M208-33.5,-2.511666667,134.88
MS11,MS11-Zawyat n'Bougzoul,M208-33.9,-2.018666667,135.28
MS11,MS11-Zawyat n'Bougzoul,M208-34.1,-1.785666667,135.48
MS11,MS11-Zawyat n'Bougzoul,M208-34.3,-2.709666667,135.68
MS11,MS11-Zawyat n'Bougzoul,M208-34.6,-1.967666667,135.98
MS11,MS11-Zawyat n'Bougzoul,M208-34.9,-2.525666667,136.28
MS11,MS11-Zawyat n'Bougzoul,M208-35.1,-2.085666667,136.48
MS11,MS11-Zawyat n'Bougzoul,M208-35.4,-2.040666667,136.78
MS11,MS11-Zawyat n'Bougzoul,M208-35.6,-2.068666667,136.98
MS11,MS11-Zawyat n'Bougzoul,M208-35.9,-1.891666667,137.28
MS11,MS11-Zawyat n'Bougzoul,M208-36.2,-2.091714286,137.58
